X;Y;Z
30;34;51
3;-20;-23
-8;-6;-40
-6;-8;9
-2;-21;-17
19;87;13
-7;1;-3
-56;-56;28
139;23;61
-96;-51;-42
25;47;-23
-32;165;-92
-27;-195;74
55;42;-9
-27;-35;-11
18;34;67
15;-17;-35
-46;-26;-28
-59;18;130
-87;23;-280
320;174;185
-129;-173;-42
16;22;-4
-24;-9;38
69;-58;0
-98;8;-32
-53;55;132
86;-60;-90
-66;-24;-13
-1;-42;44
23;82;-77
5;-24;-48
-13;119;62
-30;-305;158
40;196;-108
20;-9;-5
-89;13;44
89;-28;-60
-14;6;-19
30;51;-17
-281;-135;133
210;145;-131
24;-15;37
-35;-83;-55
60;50;37
2;26;-22
-25;21;20
12;-43;-24
53;-157;78
-95;192;-61
12;-22;9
38;-10;-2
-25;-19;1
-25;73;-60
-17;-14;40
77;-27;-33
-37;29;28
23;-57;35
-17;3;-8
31;84;7
3;-60;-39
-62;-42;62
15;-35;-28
-27;35;31
-35;19;3
38;-96;-82
25;131;31
42;-78;29
-39;138;-23
-7;-85;15
30;-12;-46
14;-38;73
-44;4;-34
41;72;-40
-24;-24;28
-1;-6;-11
-30;-35;-5
3;15;3
44;14;-11
94;57;-65
-118;-57;96
13;-22;-47
11;35;36
3;52;28
67;-169;8
-76;85;11
56;49;-135
-72;9;83
-69;-7;28
71;-97;-29
17;99;-47
-32;31;30
46;-70;-8
-6;43;58
-17;-40;3
16;-20;-49
-48;66;-3
13;-49;16
-6;5;-15
30;3;7
-26;-22;-15
-14;-14;-8
62;19;-22
-32;-47;38
-41;84;-27
31;-61;8
6;7;55
-17;27;-62
-105;9;66
89;18;-81
32;-20;38
7;-7;-10
-22;-25;12
14;0;40
42;17;-12
-33;-36;-13
58;92;-33
-76;-59;52
6;2;-12
-6;-47;5
98;-90;4
-83;113;-31
55;39;20
-64;-64;-69
16;66;62
-35;-64;-15
32;62;5
13;-14;48
-17;-24;-48
-10;3;-21
-14;37;37
5;-28;-27
-58;-110;95
16;-29;-1
53;179;-64
-13;-54;-14
-42;40;-33
49;-26;13
-5;25;-10
7;-13;26
21;-4;-9
-43;-9;-27
55;32;35
-38;-30;-20
-6;55;4
-5;-86;17
105;-78;-30
-73;124;21
-28;9;5
-13;9;-87
-142;-155;50
209;227;10
10;-126;45
-35;79;-17
-123;20;-107
75;-70;118
36;69;-34
-43;-195;-117
4;87;103
-99;141;86
87;-121;-77
34;-31;28
20;79;-11
-5;-27;7
-7;-6;-15
-80;7;-49
2;-87;64
65;85;-24
-30;75;129
-182;-382;43
174;180;-100
96;102;-25
-183;-75;49
130;172;-47
0;-152;-40
-27;77;-28
31;-14;39
-16;24;8
17;-56;12
-10;45;-29
-27;-89;52
13;176;-53
-22;-115;-36
26;55;-78
38;-67;84
-11;-6;47
-27;20;-37
67;-107;70
-29;127;-56
-31;1;4
-6;1;-37
-68;-20;34
79;14;-19
8;10;2
-29;46;15
28;-86;22
-31;27;0
56;-52;-38
-142;-88;-87
100;131;71
-33;-28;43
164;12;5
-34;29;-88
-114;16;73
27;10;4
-9;-8;-43
3;-26;21
-6;5;15
86;-29;-27
-132;5;31
4;19;-38
28;-2;28
34;47;-45
22;53;62
-2;-229;-47
-52;114;3
20;-52;5
-66;93;13
26;-58;13
22;53;-18
26;-22;-1
70;17;48
-150;-40;-4
105;29;-45
-41;-16;-33
13;16;47
1;-46;-41
-60;61;-18
36;20;66
18;-85;-17
27;86;-15
-106;140;-88
94;-270;183
-58;58;-75
9;-3;-31
-49;21;17
74;-8;7
-57;53;-68
37;-89;61
19;28;3
-71;-19;-30
77;67;-32
8;-30;41
-61;-12;11
43;24;-59
-72;-34;160
98;-74;-107
-40;150;25
7;-73;-55
-12;-12;33
-25;55;54
17;-52;-64
-82;4;88
130;24;-67
-129;-37;-10
144;275;-94
-32;-232;109
-61;21;7
57;-10;-40
-11;-8;-3
-21;-10;51
11;-7;-11
-2;-33;0
40;54;39
-79;-74;-82
104;163;161
-45;-70;-210
-2;7;8
-24;-98;31
15;69;62
-41;-53;-41
-261;91;35
357;-42;68
-78;-5;-105
34;-28;14
-51;21;9
33;-37;12
-7;45;-41
24;-26;66
27;73;-104
-143;-114;83
57;-1;-8
46;34;-13
-2;32;-18
5;-42;20
-11;40;-27
-19;81;28
105;-51;-50
-70;-35;40
-29;-45;3
16;43;-9
-75;-71;26
56;27;-45
0;48;3
33;24;-48
6;-12;66
-46;-73;8
17;35;-13
-33;-34;-84
73;139;79
-69;-156;16
-13;15;-97
-43;152;10
133;-136;153
1;17;-35
-55;-48;-48
-12;69;-6
-12;-26;33
-2;19;-36
714;891;-702
-695;-955;734
75;106;-52
-74;-95;26
11;47;29
-17;-31;-23
18;32;-12
20;7;23
-65;-32;0
14;12;-12
32;15;7
-17;0;4
6;-21;-26
-152;-139;180
139;159;-196
25;1;40
-19;-36;-7
4;1;-20
-44;25;-35
164;-35;51
-101;37;3
-6;46;-44
-80;-143;53
113;43;5
2;62;63
-57;-1;-36
-4;-46;-49
-305;58;158
320;10;-162
-1;-18;-29
-8;66;-76
8;-77;84
-143;-204;-224
198;229;271
47;44;-35
-25;-5;78
-129;-308;165
14;267;-220
50;-7;-14
-238;24;-39
218;-102;20
12;123;-18
61;-122;56
-21;-39;-11
-113;139;-124
100;-80;125
-147;8;29
9;-86;12
150;88;-40
-95;51;-99
-110;-22;48
13;21;45
209;-65;-5
-58;20;9
-7;29;-28
-13;-33;17
172;-161;31
-179;146;-17
12;18;-26
-69;192;9
47;-187;-12
0;64;-106
49;-63;122
-39;-5;-16
-25;-12;117
71;-36;-30
-37;40;-67
-55;105;95
65;-171;-141
86;55;-45
-91;0;80
-12;-3;-11
9;41;18
-4;-30;7
2;16;6
-31;-8;-18
23;-10;-8
-27;19;-8
62;8;23
-17;27;-38
-1;-64;-53
-86;-34;98
82;76;-8
-25;1;-15
-19;-66;-21
58;-182;59
-45;192;-23
27;69;19
-29;-118;-66
42;81;41
-41;-80;63
8;78;-67
-16;-46;-77
59;99;33
-14;-47;46
-34;11;-25
23;13;31
-1;-26;2
26;-9;-25
-69;23;37
19;-42;-36
4;-21;-17
141;374;-30
-114;-418;20
-32;78;11
26;-333;27
15;327;-45
-58;-67;73
-51;17;-36
59;34;-26
38;-23;-44
-24;2;21
17;9;-19
-29;0;27
9;-61;-7
4;76;4
11;-56;1
341;2;130
-346;62;-111
-30;-46;-14
100;407;-256
-88;-349;289
53;-47;-66
-25;23;11
-40;-46;-24
4;-58;72
18;101;-36
-7;-49;-17
-21;119;71
66;-41;-65
-43;-66;1
-36;-95;57
24;125;-30
70;-57;-9
-32;78;-21
-26;-45;25
-2;11;16
-39;70;2
27;-105;11
25;45;-46
-39;-8;25
130;143;95
-118;-199;-157
-118;59;-35
128;-9;62
92;10;218
-104;-49;-210
51;83;-34
244;-190;212
-283;145;-169
-43;-70;-48
23;89;72
4;-27;-76
83;15;-31
-120;-49;85
60;87;-12
2;-38;38
-19;-3;12
-1;163;-37
5;-186;36
-4;9;-89
67;24;66
172;747;-318
-244;-709;329
25;-69;-51
6;32;17
-32;-33;35
13;27;-82
24;-2;38
-32;-4;-1
-9;-24;6
